StrikerName,TeamName,Matches,TotalRuns,Balls,Dotballs,StrikeRate,Fours,Sixes,Outs,NotOuts,BattingAverage,FiftyPlusRuns,Centuries,HighestScore,Year
Harry Gurney,Kolkata Knight Riders,8,1,5,,20.0,0,0,0,1,0.0,0,0,1*,2019
Harbhajan Singh,Chennai Super Kings,11,1,3,,33.33,0,0,1,0,1.0,0,0,1,2019
Jaydev Unadkat,Rajasthan Royals,11,1,3,,33.33,0,0,1,3,1.0,0,0,1,2019
Mohammad Shami,Punjab Kings,14,1,2,,50.0,0,0,1,1,1.0,0,0,1*,2019
Joe Denly,Kolkata Knight Riders,1,0,1,,0.0,0,0,1,0,0.0,0,0,0*,2019
Mohit Sharma,Chennai Super Kings,1,0,2,,0.0,0,0,0,1,0.0,0,0,0*,2019
Sam Billings,Chennai Super Kings,1,0,4,,0.0,0,0,1,0,0.0,0,0,0*,2019
Harshal Patel,Delhi Capitals,2,0,2,,0.0,0,0,1,1,0.0,0,0,0*,2019
Prithvi Raj Yarra,Kolkata Knight Riders,2,0,1,,0.0,0,0,0,1,0.0,0,0,0*,2019
Mujeeb Ur Rahman,Punjab Kings,5,0,4,,0.0,0,0,1,2,0.0,0,0,0*,2019
Andrew Tye,Punjab Kings,6,0,2,,0.0,0,0,0,1,0.0,0,0,0*,2019
Sandeep Lamichhane,Delhi Capitals,6,0,1,,0.0,0,0,1,0,0.0,0,0,0*,2019
Siddarth Kaul,Sunrisers Hyderabad,7,0,1,,0.0,0,0,1,1,0.0,0,0,0*,2019
Khaleel Ahmed,Sunrisers Hyderabad,9,0,1,,0.0,0,0,1,0,0.0,0,0,0*,2019
Prasidh Krishna,Kolkata Knight Riders,11,0,2,,0.0,0,0,1,0,0.0,0,0,0*,2019
Jasprit Bumrah,Mumbai Indians,16,0,1,,0.0,0,0,0,3,0.0,0,0,0*,2019
KL Rahul,Punjab Kings,14,670,518,,129.34,58,23,12,2,55.83,5,1,132*,2020
Shikhar Dhawan,Delhi Capitals,17,618,427,,144.73,67,12,14,3,44.14,4,2,106*,2020
David Warner,Sunrisers Hyderabad,16,548,407,,134.64,52,14,14,2,39.14,4,0,85*,2020
Shreyas Iyer,Delhi Capitals,17,519,421,,123.27,40,16,15,2,34.6,3,0,88*,2020
Ishan Kishan,Mumbai Indians,14,516,354,,145.76,36,30,9,4,57.33,4,0,99,2020
Quinton de Kock,Mumbai Indians,16,503,358,,140.5,46,22,14,2,35.92,4,0,78*,2020
Suryakumar Yadav,Mumbai Indians,16,480,331,,145.01,61,11,12,3,40.0,4,0,79*,2020
Devdutt Padikkal,Royal Challengers Bangalore,15,473,379,,124.8,51,8,15,0,31.53,5,0,74,2020
Virat Kohli,Royal Challengers Bangalore,15,466,384,,121.35,23,11,11,4,42.36,3,0,90*,2020
AB de Villiers,Royal Challengers Bangalore,15,454,286,,158.74,33,23,10,4,45.4,5,0,73*,2020
Faf du Plessis,Chennai Super Kings,13,449,319,,140.75,42,14,11,2,40.81,4,0,87*,2020
Shubman Gill,Kolkata Knight Riders,14,440,373,,117.96,44,9,13,1,33.84,3,0,70*,2020
Manish Pandey,Sunrisers Hyderabad,16,425,333,,127.62,35,18,13,2,32.69,3,0,83*,2020
Mayank Agarwal,Punjab Kings,11,424,271,,156.45,44,15,11,0,38.54,2,1,106,2020
Eoin Morgan,Kolkata Knight Riders,14,418,302,,138.41,32,24,10,4,41.8,1,0,68*,2020
Sanju Samson,Rajasthan Royals,14,375,236,,158.89,21,26,13,1,28.84,3,0,85,2020
Ambati Rayudu,Chennai Super Kings,12,359,282,,127.3,30,12,9,2,39.88,1,0,71,2020
Nicholas Pooran,Punjab Kings,14,353,208,,169.71,23,25,10,4,35.3,2,0,77,2020
Nitish Rana,Kolkata Knight Riders,14,352,254,,138.58,43,12,14,0,25.14,3,0,87,2020
Marcus Stoinis,Delhi Capitals,17,352,237,,148.52,31,16,14,3,25.14,3,0,65,2020
Jonny Bairstow,Sunrisers Hyderabad,11,345,272,,126.83,31,13,11,0,31.36,3,0,97,2020
Rishabh Pant,Delhi Capitals,14,343,301,,113.95,31,9,11,3,31.18,1,0,56,2020
Rohit Sharma,Mumbai Indians,12,332,260,,127.69,27,19,12,0,27.66,3,0,80,2020
Jos Buttler,Rajasthan Royals,13,328,227,,144.49,27,16,10,2,32.8,2,0,70*,2020
Kane Williamson,Sunrisers Hyderabad,12,317,237,,133.75,26,10,7,4,45.28,3,0,67,2020
Steve Smith,Rajasthan Royals,14,311,237,,131.22,32,9,12,2,25.91,3,0,69,2020
Shane Watson,Chennai Super Kings,11,299,247,,121.05,33,13,10,1,29.9,2,0,83*,2020
Chris Gayle,Punjab Kings,7,288,210,,137.14,15,23,7,0,41.14,3,0,99,2020
Ben Stokes,Rajasthan Royals,8,285,200,,142.5,36,7,7,1,40.71,1,1,107*,2020
Hardik Pandya,Mumbai Indians,14,281,157,,178.98,14,25,8,5,35.12,1,0,60*,2020
Aaron Finch,Royal Challengers Bangalore,12,268,241,,111.2,28,8,12,0,22.33,1,0,52,2020
Kieron Pollard,Mumbai Indians,16,268,140,,191.42,15,22,5,7,53.6,1,0,60*,2020
Rahul Tewatia,Rajasthan Royals,14,255,183,,139.34,13,17,6,5,42.5,1,0,53,2020
Ravindra Jadeja,Chennai Super Kings,14,232,135,,171.85,22,11,5,6,46.4,1,0,50,2020
Rahul Tripathi,Kolkata Knight Riders,11,230,181,,127.07,21,10,10,1,23.0,1,0,81,2020
Prithvi Shaw,Delhi Capitals,13,228,167,,136.52,27,8,13,0,17.53,2,0,66,2020
Wriddhiman Saha,Sunrisers Hyderabad,4,214,153,,139.86,24,5,3,1,71.33,2,0,87,2020
Ruturaj Gaikwad,Chennai Super Kings,6,204,169,,120.71,16,6,4,2,51.0,3,0,72,2020
MS Dhoni,Chennai Super Kings,14,200,172,,116.27,16,7,8,4,25.0,0,0,47*,2020
Robin Uthappa,Rajasthan Royals,12,196,164,,119.51,19,7,12,0,16.33,0,0,41,2020
Sam Curran,Chennai Super Kings,14,186,141,,131.91,12,12,8,3,23.25,1,0,52,2020
Shimron Hetmyer,Delhi Capitals,12,185,125,,148.0,11,12,8,3,23.12,0,0,45,2020
Dinesh Karthik,Kolkata Knight Riders,14,169,134,,126.11,20,4,12,2,14.08,1,0,58,2020
Pat Cummins,Kolkata Knight Riders,14,146,114,,128.07,9,8,7,4,20.85,1,0,53*,2020
Priyam Garg,Sunrisers Hyderabad,14,133,111,,119.81,9,4,9,1,14.77,1,0,51*,2020
Mandeep Singh,Punjab Kings,7,130,109,,119.26,10,4,6,1,21.66,1,0,66*,2020
Shivam Dube,Royal Challengers Bangalore,11,129,105,,122.85,5,9,7,2,18.42,0,0,27*,2020
Sunil Narine,Kolkata Knight Riders,10,121,85,,142.35,10,8,9,0,13.44,1,0,64,2020
Andre Russell,Kolkata Knight Riders,10,117,81,,144.44,9,9,9,0,13.0,0,0,25,2020
Axar Patel,Delhi Capitals,15,117,85,,137.64,6,8,8,1,14.62,0,0,42,2020
Ajinkya Rahane,Delhi Capitals,9,113,107,,105.6,12,2,8,0,14.12,1,0,60,2020
Jofra Archer,Rajasthan Royals,14,113,63,,179.36,5,10,6,4,18.83,0,0,27*,2020
Abdul Samad,Sunrisers Hyderabad,12,111,65,,170.76,8,6,5,3,22.2,0,0,33,2020
Washington Sundar,Royal Challengers Bangalore,15,111,95,,116.84,10,2,6,3,18.5,0,0,30,2020
Krunal Pandya,Mumbai Indians,16,109,92,,118.47,9,5,6,6,18.16,0,0,34,2020
Glenn Maxwell,Punjab Kings,13,108,106,,101.88,9,0,7,4,15.42,0,0,32,2020
Saurabh Tiwary,Mumbai Indians,7,103,80,,128.75,8,3,5,0,20.6,0,0,42,2020
Deepak Hooda,Punjab Kings,7,101,71,,142.25,5,5,1,4,101.0,1,0,62*,2020
Vijay Shankar,Sunrisers Hyderabad,7,97,96,,101.04,10,1,4,1,24.25,1,0,52*,2020
Riyan Parag,Rajasthan Royals,12,86,77,,111.68,6,3,7,1,12.28,0,0,42*,2020
Tom Curran,Rajasthan Royals,5,83,62,,133.87,5,3,1,3,83.0,1,0,54*,2020
Josh Philippe,Royal Challengers Bangalore,5,78,77,,101.29,9,1,4,1,19.5,0,0,33,2020
Abhishek Sharma,Sunrisers Hyderabad,8,71,56,,126.78,6,3,5,2,14.2,0,0,31,2020
Gurkeerat Mann Singh,Royal Challengers Bangalore,8,71,80,,88.75,8,0,0,5,0.0,0,0,21*,2020
Jason Holder,Sunrisers Hyderabad,7,66,53,,124.52,5,3,2,2,33.0,0,0,26*,2020
Kedar Jadhav,Chennai Super Kings,8,62,66,,93.93,7,0,3,2,20.66,0,0,26,2020
Mahipal Lomror,Rajasthan Royals,3,59,54,,109.25,2,3,3,0,19.66,0,0,47,2020
Kagiso Rabada,Delhi Capitals,17,56,49,,114.28,4,2,4,4,14.0,0,0,15*,2020
Lockie Ferguson,Kolkata Knight Riders,5,43,29,,148.27,4,1,0,2,0.0,0,0,24*,2020
Krishnappa Gowtham,Punjab Kings,2,42,27,,155.55,3,2,1,1,42.0,0,0,22*,2020
Yashasvi Jaiswal,Rajasthan Royals,3,40,44,,90.9,2,2,3,0,13.33,0,0,34,2020
Shreyas Gopal,Rajasthan Royals,14,37,39,,94.87,3,0,4,1,9.25,0,0,23*,2020
Ravichandran Ashwin,Delhi Capitals,15,37,34,,108.82,3,1,3,3,12.33,0,0,14*,2020
Rashid Khan,Sunrisers Hyderabad,16,35,30,,116.66,3,2,4,3,8.75,0,0,14,2020
Chris Morris,Royal Challengers Bangalore,9,34,21,,161.9,2,3,4,1,8.5,0,0,25*,2020
Narayan Jagadeesan,Chennai Super Kings,5,33,29,,113.79,4,0,2,0,16.5,0,0,33,2020
Sarfaraz Khan,Punjab Kings,5,33,29,,113.79,5,0,2,1,16.5,0,0,14*,2020
Alex Carey,Delhi Capitals,3,32,29,,110.34,0,1,2,1,16.0,0,0,14*,2020
Murali Vijay,Chennai Super Kings,3,32,43,,74.41,4,0,3,0,10.66,0,0,21,2020
Chris Jordan,Punjab Kings,9,29,31,,93.54,2,0,3,2,9.66,0,0,13,2020
Navdeep Saini,Royal Challengers Bangalore,13,27,27,,100.0,3,0,1,2,27.0,0,0,12*,2020
Nathan Coulter-Nile,Mumbai Indians,7,25,15,,166.66,4,0,1,1,25.0,0,0,24*,2020
Kamlesh Nagarkoti,Kolkata Knight Riders,10,22,31,,70.96,1,0,3,3,7.33,0,0,8*,2020
Harshal Patel,Delhi Capitals,5,21,24,,87.5,2,0,2,0,10.5,0,0,16,2020
Tushar Deshpande,Delhi Capitals,5,21,12,,175.0,2,1,1,1,21.0,0,0,20*,2020
Jimmy Neesham,Punjab Kings,5,19,18,,105.55,0,1,2,1,9.5,0,0,10*,2020
Tom Banton,Kolkata Knight Riders,2,18,20,,90.0,1,1,2,0,9.0,0,0,10,2020
Mohammed Siraj,Royal Challengers Bangalore,9,17,14,,121.42,2,0,1,2,17.0,0,0,10*,2020
Karun Nair,Punjab Kings,4,16,14,,114.28,2,0,2,1,8.0,0,0,15*,2020
Prabhsimran Singh,Punjab Kings,2,15,15,,100.0,2,0,2,0,7.5,0,0,11,2020
Isuru Udana,Royal Challengers Bangalore,10,15,11,,136.36,1,1,3,1,5.0,0,0,10*,2020
James Pattinson,Mumbai Indians,10,15,13,,115.38,2,0,1,1,15.0,0,0,11,2020
Imran Tahir,Chennai Super Kings,3,13,10,,130.0,2,0,0,1,0.0,0,0,13*,2020
Kuldeep Yadav,Kolkata Knight Riders,5,13,21,,61.9,1,0,1,1,13.0,0,0,12,2020
Moeen Ali,Royal Challengers Bangalore,3,12,16,,75.0,1,0,3,0,4.0,0,0,11,2020
Shardul Thakur,Chennai Super Kings,9,12,21,,57.14,0,0,1,1,12.0,0,0,11,2020
Sandeep Sharma,Sunrisers Hyderabad,13,12,15,,80.0,1,0,2,3,6.0,0,0,9,2020
Mohammad Nabi,Sunrisers Hyderabad,1,11,8,,137.5,2,0,0,1,0.0,0,0,11*,2020
Rinku Singh,Kolkata Knight Riders,1,11,11,,100.0,1,0,1,0,11.0,0,0,11,2020
Shivam Mavi,Kolkata Knight Riders,8,10,14,,71.42,1,0,2,1,5.0,0,0,9,2020
Varun Chakaravarthy,Kolkata Knight Riders,13,10,15,,66.66,0,0,2,1,5.0,0,0,7*,2020
Ankit Rajpoot,Rajasthan Royals,6,9,10,,90.0,0,1,1,1,9.0,0,0,7*,2020
Jaydev Unadkat,Rajasthan Royals,7,9,13,,69.23,0,0,1,0,9.0,0,0,9,2020
Pravin Dubey,Delhi Capitals,3,7,13,,53.84,0,0,0,1,0.0,0,0,7*,2020
Dwayne Bravo,Chennai Super Kings,6,7,6,,116.66,0,0,2,0,3.5,0,0,7,2020
Shahbaz Nadeem,Sunrisers Hyderabad,7,7,8,,87.5,1,0,1,1,7.0,0,0,5,2020
Deepak Chahar,Chennai Super Kings,14,7,12,,58.33,0,0,1,2,7.0,0,0,5*,2020
Ravi Bishnoi,Punjab Kings,14,7,12,,58.33,1,0,1,2,7.0,0,0,6*,2020
Anrich Nortje,Delhi Capitals,16,7,6,,116.66,0,0,1,4,7.0,0,0,3*,2020
Andrew Tye,Rajasthan Royals,1,6,6,,100.0,0,1,1,0,6.0,0,0,6,2020
Jasprit Bumrah,Mumbai Indians,15,5,3,,166.66,0,0,0,1,0.0,0,0,5*,2020
Murugan Ashwin,Punjab Kings,9,4,4,,100.0,0,0,1,0,4.0,0,0,4,2020
Kartik Tyagi,Rajasthan Royals,10,4,6,,66.66,0,0,1,2,4.0,0,0,2*,2020
Dhawal Kulkarni,Mumbai Indians,1,3,2,,150.0,0,0,0,1,0.0,0,0,3*,2020
T Natarajan,Sunrisers Hyderabad,16,3,5,,60.0,0,0,0,3,0.0,0,0,3*,2020
Prasidh Krishna,Kolkata Knight Riders,6,2,4,,50.0,0,0,0,2,0.0,0,0,2*,2020
Mohammad Shami,Punjab Kings,14,2,3,,66.66,0,0,1,2,2.0,0,0,2*,2020
Rahul Chahar,Mumbai Indians,15,2,4,,50.0,0,0,0,1,0.0,0,0,2*,2020
Nikhil Naik,Kolkata Knight Riders,1,1,3,,33.33,0,0,1,0,1.0,0,0,1,2020
Mujeeb Ur Rahman,Punjab Kings,2,1,3,,33.33,0,0,1,0,1.0,0,0,1,2020
Shahbaz Ahmed,Royal Challengers Bangalore,2,1,1,,100.0,0,0,0,1,0.0,0,0,1*,2020
Dale Steyn,Royal Challengers Bangalore,3,1,2,,50.0,0,0,0,1,0.0,0,0,1*,2020
Varun Aaron,Rajasthan Royals,3,1,10,,10.0,0,0,1,1,1.0,0,0,1,2020
Yuzvendra Chahal,Royal Challengers Bangalore,15,1,3,,33.33,0,0,1,1,1.0,0,0,1,2020
Mitchell Marsh,Sunrisers Hyderabad,1,0,1,,0.0,0,0,1,0,0.0,0,0,0*,2020
Shreevats Goswami,Sunrisers Hyderabad,2,0,4,,0.0,0,0,2,0,0.0,0,0,0*,2020
Umesh Yadav,Royal Challengers Bangalore,2,0,2,,0.0,0,0,1,0,0.0,0,0,0*,2020
Daniel Sams,Delhi Capitals,3,0,2,,0.0,0,0,1,0,0.0,0,0,0*,2020
Bhuvneshwar Kumar,Sunrisers Hyderabad,4,0,2,,0.0,0,0,1,0,0.0,0,0,0*,2020
Sheldon Cottrell,Punjab Kings,6,0,2,,0.0,0,0,1,0,0.0,0,0,0*,2020
Khaleel Ahmed,Sunrisers Hyderabad,7,0,2,,0.0,0,0,1,0,0.0,0,0,0*,2020
Arshdeep Singh,Punjab Kings,8,0,3,,0.0,0,0,1,0,0.0,0,0,0*,2020
Trent Boult,Mumbai Indians,15,0,1,,0.0,0,0,1,0,0.0,0,0,0*,2020
Ruturaj Gaikwad,Chennai Super Kings,16,635,466,,136.26,64,23,14,2,45.35,4,1,101*,2021
Faf du Plessis,Chennai Super Kings,16,633,458,,138.2,60,23,14,2,45.21,6,0,95*,2021
KL Rahul,Punjab Kings,13,626,451,,138.8,48,30,10,3,62.6,6,0,98*,2021
Shikhar Dhawan,Delhi Capitals,16,587,471,,124.62,63,16,15,1,39.13,3,0,92,2021
Glenn Maxwell,Royal Challengers Bangalore,15,513,356,,144.1,48,21,12,2,42.75,6,0,78,2021
Sanju Samson,Rajasthan Royals,14,484,354,,136.72,45,17,12,2,40.33,2,1,119,2021
Prithvi Shaw,Delhi Capitals,15,479,301,,159.13,56,18,15,0,31.93,4,0,82,2021
Shubman Gill,Kolkata Knight Riders,17,478,402,,118.9,50,12,17,0,28.11,3,0,57,2021
Mayank Agarwal,Punjab Kings,12,441,314,,140.44,42,18,11,1,40.09,4,0,99*,2021
Rishabh Pant,Delhi Capitals,16,419,326,,128.52,42,10,12,4,34.91,3,0,58*,2021
Devdutt Padikkal,Royal Challengers Bangalore,14,411,328,,125.3,44,14,13,1,31.61,1,1,101*,2021
Virat Kohli,Royal Challengers Bangalore,15,405,339,,119.46,43,9,14,1,28.92,3,0,72*,2021
Rahul Tripathi,Kolkata Knight Riders,17,397,283,,140.28,41,11,14,2,28.35,2,0,74*,2021
Nitish Rana,Kolkata Knight Riders,17,383,314,,121.97,34,17,13,3,29.46,2,0,80,2021
Rohit Sharma,Mumbai Indians,13,381,299,,127.42,33,14,13,0,29.3,1,0,63,2021
Venkatesh Iyer,Kolkata Knight Riders,10,370,288,,128.47,37,14,9,1,41.11,4,0,67,2021
Moeen Ali,Chennai Super Kings,15,357,260,,137.3,31,19,14,1,25.5,1,0,58,2021
Suryakumar Yadav,Mumbai Indians,14,317,221,,143.43,40,10,14,0,22.64,2,0,82,2021
AB de Villiers,Royal Challengers Bangalore,15,313,211,,148.34,23,16,10,4,31.3,2,0,76*,2021
Quinton de Kock,Mumbai Indians,11,297,256,,116.01,29,7,10,1,29.7,2,0,70*,2021
Manish Pandey,Sunrisers Hyderabad,8,292,236,,123.72,21,10,6,2,48.66,3,0,69*,2021
Kane Williamson,Sunrisers Hyderabad,10,266,235,,113.19,29,2,6,4,44.33,2,0,66*,2021
Ambati Rayudu,Chennai Super Kings,16,257,170,,151.17,16,17,9,4,28.55,2,0,72*,2021
Jos Buttler,Rajasthan Royals,7,254,166,,153.01,27,13,7,0,36.28,0,1,124,2021
Yashasvi Jaiswal,Rajasthan Royals,10,249,168,,148.21,32,10,10,0,24.9,1,0,50,2021
Jonny Bairstow,Sunrisers Hyderabad,7,248,175,,141.71,20,15,6,1,41.33,2,0,63*,2021
Kieron Pollard,Mumbai Indians,14,245,165,,148.48,16,16,8,5,30.62,1,0,87*,2021
Shimron Hetmyer,Delhi Capitals,14,242,144,,168.05,19,12,7,6,34.57,1,0,53*,2021
Ishan Kishan,Mumbai Indians,10,241,180,,133.88,21,10,9,1,26.77,2,0,84,2021
Shivam Dube,Rajasthan Royals,9,230,193,,119.17,18,10,8,1,28.75,1,0,64*,2021
Ravindra Jadeja,Chennai Super Kings,16,227,156,,145.51,19,9,3,9,75.66,1,0,62*,2021
Dinesh Karthik,Kolkata Knight Riders,17,223,170,,131.17,22,7,10,5,22.3,0,0,40,2021
David Warner,Sunrisers Hyderabad,8,195,181,,107.73,15,6,8,0,24.37,2,0,57,2021
Chris Gayle,Punjab Kings,10,193,154,,125.32,21,8,9,1,21.44,0,0,46,2021
K.S Bharat,Royal Challengers Bangalore,8,191,156,,122.43,10,8,5,2,38.2,1,0,78*,2021
Andre Russell,Kolkata Knight Riders,10,183,120,,152.5,14,14,7,2,26.14,1,0,54,2021
Shreyas Iyer,Delhi Capitals,8,175,171,,102.33,7,5,5,3,35.0,0,0,47*,2021
Deepak Hooda,Punjab Kings,12,160,123,,130.08,9,9,10,1,16.0,1,0,64,2021
Suresh Raina,Chennai Super Kings,12,160,128,,125.0,13,9,9,2,17.77,1,0,54,2021
Rahul Tewatia,Rajasthan Royals,14,155,147,,105.44,11,6,10,1,15.5,0,0,44,2021
Shahrukh Khan,Punjab Kings,11,153,114,,134.21,9,10,7,3,21.85,0,0,47,2021
Steve Smith,Delhi Capitals,8,152,135,,112.59,13,2,6,1,25.33,0,0,39,2021
Evin Lewis,Rajasthan Royals,5,151,93,,162.36,18,7,5,0,30.2,1,0,58,2021
Jason Roy,Sunrisers Hyderabad,5,150,121,,123.96,21,1,5,0,30.0,1,0,60,2021
Aiden Markram,Punjab Kings,6,146,119,,122.68,12,4,5,1,29.2,0,0,42,2021
Krunal Pandya,Mumbai Indians,13,143,123,,116.26,10,6,10,2,14.3,0,0,39,2021
Eoin Morgan,Kolkata Knight Riders,17,133,139,,95.68,8,6,12,4,11.08,0,0,47*,2021
Wriddhiman Saha,Sunrisers Hyderabad,9,131,140,,93.57,7,5,9,0,14.55,0,0,44,2021
Hardik Pandya,Mumbai Indians,12,127,112,,113.39,11,5,9,2,14.11,0,0,40*,2021
David Miller,Rajasthan Royals,9,124,113,,109.73,11,3,5,3,24.8,1,0,62,2021
Robin Uthappa,Chennai Super Kings,4,115,84,,136.9,8,5,4,0,28.75,1,0,63,2021
Saurabh Tiwary,Mumbai Indians,5,115,97,,118.55,10,2,2,2,57.5,1,0,50*,2021
MS Dhoni,Chennai Super Kings,16,114,107,,106.54,12,3,7,4,16.28,0,0,18*,2021
Abdul Samad,Sunrisers Hyderabad,11,111,87,,127.58,4,8,9,1,12.33,0,0,28,2021
Abhishek Sharma,Sunrisers Hyderabad,8,98,75,,130.66,7,4,6,1,16.33,0,0,33,2021
Mahipal Lomror,Rajasthan Royals,4,94,73,,128.76,3,6,3,1,31.33,0,0,43,2021
Pat Cummins,Kolkata Knight Riders,7,93,56,,166.07,5,8,3,2,31.0,1,0,66*,2021
Riyan Parag,Rajasthan Royals,11,93,83,,112.04,6,4,8,2,11.62,0,0,25,2021
Marcus Stoinis,Delhi Capitals,10,89,72,,123.61,11,1,4,3,22.25,0,0,27*,2021
Jason Holder,Sunrisers Hyderabad,8,85,72,,118.05,2,6,6,1,14.16,0,0,47*,2021
Nicholas Pooran,Punjab Kings,12,85,76,,111.84,3,5,11,0,7.72,0,0,32,2021
Rashid Khan,Sunrisers Hyderabad,14,83,69,,120.28,9,2,8,2,10.37,0,0,22,2021
Priyam Garg,Sunrisers Hyderabad,5,72,74,,97.29,2,3,5,0,14.4,0,0,29,2021
Rajat Patidar,Royal Challengers Bangalore,4,71,62,,114.51,3,3,4,0,17.75,0,0,31,2021
Lalit Yadav,Delhi Capitals,7,68,73,,93.15,7,0,2,3,34.0,0,0,22*,2021
Chris Morris,Rajasthan Royals,11,67,49,,136.73,2,5,5,2,13.4,0,0,36*,2021
Kyle Jamieson,Royal Challengers Bangalore,9,65,55,,118.18,5,3,4,3,16.25,0,0,16*,2021
Harpreet Brar,Punjab Kings,7,64,58,,110.34,3,2,0,5,0.0,0,0,25*,2021
Sunil Narine,Kolkata Knight Riders,14,62,47,,131.91,3,5,8,2,7.75,0,0,26,2021
Shahbaz Ahmed,Royal Challengers Bangalore,11,59,53,,111.32,4,2,7,0,8.42,0,0,14,2021
Harshal Patel,Royal Challengers Bangalore,15,59,46,,128.26,6,2,4,4,14.75,0,0,31,2021
Vijay Shankar,Sunrisers Hyderabad,7,58,52,,111.53,1,3,5,0,11.6,0,0,28,2021
Sam Curran,Chennai Super Kings,9,56,29,,193.1,5,3,3,1,18.66,0,0,34,2021
Kedar Jadhav,Sunrisers Hyderabad,6,55,52,,105.76,2,2,4,1,13.75,0,0,19,2021
Chris Lynn,Mumbai Indians,1,49,35,,140.0,4,3,1,0,49.0,0,0,49,2021
Shakib Al Hasan,Kolkata Knight Riders,8,47,48,,97.91,3,1,5,1,9.4,0,0,26,2021
Dwayne Bravo,Chennai Super Kings,11,47,18,,261.11,3,4,1,2,47.0,0,0,23,2021
Ravichandran Ashwin,Delhi Capitals,13,44,42,,104.76,2,1,3,2,14.66,0,0,20*,2021
Manan Vohra,Rajasthan Royals,4,42,39,,107.69,5,2,4,0,10.5,0,0,14,2021
Liam Livingstone,Rajasthan Royals,5,42,41,,102.43,3,1,5,0,8.4,0,0,25,2021
Jaydev Unadkat,Rajasthan Royals,6,41,29,,141.37,3,2,2,1,20.5,0,0,24,2021
Axar Patel,Delhi Capitals,12,40,46,,86.95,2,1,5,1,8.0,0,0,12,2021
Mohammad Nabi,Sunrisers Hyderabad,3,34,20,,170.0,3,2,3,0,11.33,0,0,17,2021
Jayant Yadav,Mumbai Indians,5,34,26,,130.76,2,1,2,1,17.0,0,0,23,2021
Bhuvneshwar Kumar,Sunrisers Hyderabad,11,34,30,,113.33,3,0,1,6,34.0,0,0,14*,2021
Chris Jordan,Punjab Kings,4,32,21,,152.38,1,3,2,0,16.0,0,0,30,2021
Moises Henriques,Punjab Kings,5,31,32,,96.87,0,1,2,2,15.5,0,0,14,2021
Washington Sundar,Royal Challengers Bangalore,6,31,47,,65.95,2,0,4,0,7.75,0,0,10,2021
Dawid Malan,Punjab Kings,1,26,26,,100.0,1,1,1,0,26.0,0,0,26,2021
Glenn Phillips,Rajasthan Royals,3,26,33,,78.78,1,2,2,1,13.0,0,0,14*,2021
Ripal Patel,Delhi Capitals,2,25,27,,92.59,3,0,1,1,25.0,0,0,18,2021
Shivam Mavi,Kolkata Knight Riders,9,25,20,,125.0,2,2,2,0,12.5,0,0,20,2021
Tom Curran,Delhi Capitals,3,21,17,,123.52,2,0,1,1,21.0,0,0,21,2021
Mohammed Siraj,Royal Challengers Bangalore,15,20,26,,76.92,1,1,1,3,20.0,0,0,12*,2021
Prabhsimran Singh,Punjab Kings,2,19,23,,82.6,1,1,2,0,9.5,0,0,12,2021
Nathan Ellis,Punjab Kings,3,18,16,,112.5,0,1,1,1,18.0,0,0,12,2021
Lockie Ferguson,Kolkata Knight Riders,8,18,11,,163.63,1,1,0,3,0.0,0,0,18*,2021
Anmolpreet Singh,Mumbai Indians,1,16,14,,114.28,2,1,1,0,16.0,0,0,16,2021
Adam Milne,Mumbai Indians,4,16,17,,94.11,0,1,2,1,8.0,0,0,15,2021
Chetan Sakariya,Rajasthan Royals,14,16,25,,64.0,2,0,5,1,3.2,0,0,7,2021
Jasprit Bumrah,Mumbai Indians,14,16,17,,94.11,2,0,2,5,8.0,0,0,5*,2021
Mandeep Singh,Punjab Kings,1,15,14,,107.14,2,0,1,0,15.0,0,0,15,2021
Chris Woakes,Delhi Capitals,3,15,11,,136.36,2,0,0,1,0.0,0,0,15*,2021
Jhye Richardson,Punjab Kings,3,15,24,,62.5,2,0,2,0,7.5,0,0,15,2021
Murugan Ashwin,Punjab Kings,3,15,24,,62.5,1,0,2,0,7.5,0,0,9,2021
Virat Singh,Sunrisers Hyderabad,3,15,26,,57.69,1,0,2,0,7.5,0,0,11,2021
Jagadeesha Suchith,Sunrisers Hyderabad,2,14,6,,233.33,2,1,0,1,0.0,0,0,14*,2021
Dan Christian,Royal Challengers Bangalore,9,14,24,,58.33,1,0,6,1,2.33,0,0,9,2021
Rahul Chahar,Mumbai Indians,11,14,15,,93.33,1,0,5,0,2.8,0,0,8,2021
Mohammad Shami,Punjab Kings,14,13,17,,76.47,0,0,1,3,13.0,0,0,9*,2021
Kagiso Rabada,Delhi Capitals,15,13,6,,216.66,2,0,1,2,13.0,0,0,9*,2021
Yuzvendra Chahal,Royal Challengers Bangalore,15,10,27,,37.03,0,0,0,2,0.0,0,0,8*,2021
Ajinkya Rahane,Delhi Capitals,2,8,8,,100.0,1,0,1,0,8.0,0,0,8,2021
Sandeep Sharma,Sunrisers Hyderabad,7,8,7,,114.28,1,0,1,1,8.0,0,0,8*,2021
Siddarth Kaul,Sunrisers Hyderabad,8,8,8,,100.0,1,0,0,2,0.0,0,0,7*,2021
Mustafizur Rahman,Rajasthan Royals,14,8,14,,57.14,0,1,0,5,0.0,0,0,8*,2021
