BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks,Year,InningsRuns,ClientPlayerID
Shreyas Gopal,1.0,,SRH,Sunrisers Hyderabad,1,60.0,1,20.0,2019-100mb00000000192-f5e65e7b44b711,18.0,34,7,38.88,11.0,34.0,18.0,18.0,82.35,3.6,11.33,3.0,6.0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,1,1.0,34.0,1.0,34/1,34/1,0,0.0,0,0,0.0,,2022,34.0,1748.0
Fabian Allen,1.0,,MI,Mumbai Indians,1,60.0,1,17.0,2019-100mb00000000264-45c467977adb11,24.0,46,6,25.0,18.0,46.0,24.0,24.0,73.91,3.42,11.5,4.0,10.0,1.0,0.0,4,3,0.0,0.0,0.0,0.0,1,1.0,46.0,1.0,46/1,46/1,0,0.0,0,0,0.0,,2022,46.0,1707.0
Sean Abbott,1.0,,SRH,Sunrisers Hyderabad,1,60.0,1,20.0,2020-100mb00000000551-9bf1053c2ff311,24.0,47,7,29.16,20.0,47.0,24.0,24.0,68.08,3.42,11.75,4.0,8.0,2.0,0.0,5,2,3.0,0.0,0.0,0.0,1,1.0,47.0,1.0,47/1,47/1,0,0.0,0,0,0.0,,2022,47.0,942.0
Riyan Parag,1.0,,RR,Rajasthan Royals,17,60.0,4,18.0,2019-100mb00000000189-ac8c327a44b711,24.0,59,3,12.5,23.0,59.0,24.0,24.0,71.18,3.0,14.75,4.0,11.0,2.0,0.0,3,5,2.0,0.0,0.0,0.0,1,1.0,12.0,1.0,12/1,12/1,0,0.0,0,0,0.0,,2022,12.0,4445.0
Dewald Brevis,1.0,,MI,Mumbai Indians,7,60.0,1,17.0,202265c5509b72a911ec8ab502ab46c,3.0,8,1,33.33,2.0,8.0,3.0,3.0,100.0,1.5,16.0,0.3,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,1,1.0,8.0,1.0,8/1,8/1,0,0.0,0,0,0.0,,2022,8.0,20593.0
Mohammad Shami,1.0,Indian,GT,Gujarat Titans,17,107.0,17,35.0,2018-100mb00000000047-1bfc8ff2f88b11,390.0,522,193,49.48,209.0,18.64,13.92,13.92,67.81,5.0,8.03,65.0,90.0,27.0,3.0,57,21,11.0,2.0,1.0,9.0,28,4.0,11.0,4.0,11/4,11/4,2,1.0,2,0,0.0,,2023,11.0,94.0
Mohit Sharma,1.0,Indian,GT,Gujarat Titans,14,107.0,14,35.0,2019-100mb00000000100-f196053e43f611,265.0,361,87,32.83,181.0,13.37,9.81,9.81,57.61,6.02,8.17,44.1,118.0,16.0,0.0,28,16,3.0,0.0,0.0,1.0,27,5.0,10.0,5.0,10/5,10/5,0,0.0,2,1,0.0,,2023,10.0,1107.0
Rashid Khan,1.0,Overseas,GT,Gujarat Titans,17,107.0,17,35.0,2019-100mb00000000218-42d9d6f544bf11,402.0,552,134,33.33,273.0,20.44,14.88,14.88,57.24,6.09,8.23,67.0,173.0,29.0,0.0,40,26,5.0,0.0,1.0,4.0,27,4.0,30.0,4.0,30/4,30/4,0,0.0,1,0,0.0,,2023,30.0,2885.0
Piyush Chawla,0.0,Indian,MI,Mumbai Indians,16,107.0,16,17.0,2019-100mb00000000149-10d5663944a911,366.0,495,121,33.06,250.0,22.5,16.63,16.63,57.77,5.9,8.11,61.0,161.0,22.0,1.0,43,19,5.0,0.0,0.0,4.0,22,3.0,22.0,3.0,22/3,22/3,0,0.0,0,0,0.0,,2023,22.0,76.0
Yuzvendra Chahal,1.0,Indian,RR,Rajasthan Royals,14,107.0,14,18.0,2018-100mb00000000010-b76159ade99b11,317.0,432,97,30.59,229.0,20.57,15.09,15.09,49.53,6.89,8.17,52.5,141.0,31.0,2.0,31,15,9.0,0.0,0.0,2.0,21,4.0,17.0,4.0,17/4,17/4,0,0.0,3,0,0.0,,2023,17.0,111.0
Tushar Deshpande,0.0,Indian,CSK,Chennai Super Kings,16,107.0,16,13.0,2020-100mb00000000539-04833b65639b11,341.0,564,137,40.17,230.0,26.85,16.23,16.23,69.5,4.05,9.92,56.5,93.0,30.0,0.0,56,28,23.0,4.0,0.0,16.0,21,3.0,45.0,3.0,45/3,45/3,0,0.0,0,0,0.0,,2023,45.0,3257.0
Ravindra Jadeja,0.0,Indian,CSK,Chennai Super Kings,16,107.0,16,13.0,2018-100mb00000000046-06b5ba89f88b11,342.0,431,107,31.28,241.0,21.55,17.1,17.1,48.25,8.14,7.56,57.0,172.0,22.0,0.0,22,20,6.0,0.0,0.0,1.0,20,3.0,20.0,3.0,20/3,20/3,0,0.0,0,0,0.0,,2023,20.0,9.0
Varun Chakaravarthy,1.0,Indian,KKR,Kolkata Knight Riders,14,107.0,14,16.0,2019-100mb00000000140-a41b85f2449d11,316.0,429,124,39.24,199.0,21.45,15.8,15.8,64.33,5.44,8.14,52.4,121.0,16.0,0.0,36,22,7.0,0.0,5.0,11.0,20,4.0,15.0,4.0,15/4,15/4,1,1.0,1,0,0.0,,2023,15.0,5432.0
Mohammed Siraj,1.0,Indian,RCB,Royal Challengers Bangalore,14,107.0,14,19.0,2019-100mb00000000063-d9aa7a01187311,300.0,376,161,53.66,168.0,19.78,15.78,15.78,69.14,5.08,7.52,50.0,72.0,13.0,0.0,47,12,27.0,2.0,7.0,12.0,19,4.0,21.0,4.0,21/4,21/4,0,0.0,1,0,0.0,,2023,21.0,3840.0
Matheesha Pathirana,1.0,Overseas,CSK,Chennai Super Kings,12,107.0,12,13.0,2022-100mb00000001014-1f0cfb3dc17911,278.0,371,104,37.41,206.0,19.52,14.63,14.63,47.97,6.95,8.0,46.2,112.0,23.0,3.0,31,9,31.0,1.0,1.0,14.0,19,3.0,15.0,3.0,15/3,15/3,0,0.0,0,0,0.0,,2023,15.0,20627.0
Arshdeep Singh,0.0,Indian,PBKS,Punjab Kings,14,107.0,14,15.0,2019-100mb00000000125-2485f88b449911,305.0,493,114,37.37,210.0,29.0,17.94,17.94,69.77,3.91,9.69,50.5,97.0,15.0,1.0,62,16,19.0,0.0,0.0,4.0,17,4.0,29.0,4.0,29/4,29/4,0,0.0,1,0,0.0,,2023,29.0,4698.0
Ravi Bishnoi,1.0,Indian,LSG,Lucknow Super Giants,15,107.0,14,77.0,2020-100mb00000000520-c2b1e0df638711,303.0,391,97,32.01,215.0,24.43,18.93,18.93,48.08,7.76,7.74,50.3,145.0,23.0,1.0,23,16,7.0,2.0,1.0,2.0,16,3.0,28.0,3.0,28/3,28/3,0,0.0,0,0,0.0,,2023,28.0,19351.0
Noor Ahmad,1.0,Overseas,GT,Gujarat Titans,13,107.0,13,35.0,2022-100mb00000000975-56f6385ba44611,283.0,369,103,36.39,196.0,23.06,17.68,17.68,52.57,6.73,7.82,47.1,118.0,21.0,1.0,29,13,15.0,1.0,0.0,6.0,16,3.0,37.0,3.0,37/3,37/3,0,0.0,0,0,0.0,,2023,37.0,20590.0
Bhuvneshwar Kumar,1.0,Indian,SRH,Sunrisers Hyderabad,14,107.0,14,20.0,2018-100mb00000000015-3501d442e99c11,306.0,425,128,41.83,191.0,26.56,19.12,19.12,63.52,4.93,8.33,51.0,95.0,19.0,3.0,51,11,13.0,0.0,1.0,6.0,16,5.0,30.0,5.0,30/5,30/5,1,1.0,0,1,0.0,,2023,30.0,116.0
Ravichandran Ashwin,1.0,Indian,RR,Rajasthan Royals,13,107.0,13,18.0,2018-100mb00000000045-f658f1b6f88a11,294.0,368,90,30.61,219.0,26.28,21.0,21.0,44.56,8.64,7.51,49.0,153.0,16.0,1.0,20,14,15.0,0.0,0.0,2.0,14,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2023,23.0,8.0
Akash Madhwal,1.0,Indian,MI,Mumbai Indians,8,107.0,8,17.0,2022-100mb00000001045-ff63138dd51a11,153.0,219,53,34.64,107.0,15.64,10.92,10.92,53.88,6.12,8.58,25.3,64.0,15.0,0.0,16,9,2.0,5.0,0.0,3.0,14,5.0,5.0,5.0,5/5,5/5,0,0.0,1,1,0.0,,2023,5.0,20681.0
Jason Behrendorff,1.0,Overseas,MI,Mumbai Indians,12,107.0,12,17.0,2018-100mb00000000004-1b6e3321e99b11,252.0,387,92,36.5,170.0,27.64,18.0,18.0,67.18,4.5,9.21,42.0,92.0,13.0,1.0,38,18,10.0,0.0,2.0,6.0,14,3.0,23.0,3.0,23/3,23/3,0,0.0,0,0,0.0,,2023,23.0,937.0
Harshal Patel,1.0,Indian,RCB,Royal Challengers Bangalore,13,107.0,13,19.0,2019-100mb00000000114-8c98068c449611,282.0,454,87,30.85,214.0,32.42,20.14,20.14,60.35,4.86,9.65,47.0,122.0,20.0,0.0,37,21,15.0,5.0,2.0,12.0,14,3.0,32.0,3.0,32/3,32/3,0,0.0,0,0,0.0,,2023,32.0,157.0
Trent Boult,1.0,Overseas,RR,Rajasthan Royals,10,107.0,10,18.0,2019-100mb00000000066-573f78a31e3711,228.0,312,107,46.92,128.0,24.0,17.53,17.53,66.66,4.75,8.21,38.0,54.0,18.0,2.0,40,8,7.0,0.0,0.0,4.0,13,3.0,29.0,3.0,29/3,29/3,3,2.0,0,0,0.0,,2023,29.0,969.0
Deepak Chahar,1.0,Indian,CSK,Chennai Super Kings,10,107.0,10,13.0,2019-100mb00000000091-8640595343ec11,204.0,297,82,40.19,133.0,22.84,15.69,15.69,63.97,4.85,8.73,34.0,62.0,19.0,0.0,31,11,11.0,0.0,0.0,5.0,13,3.0,22.0,3.0,22/3,22/3,0,0.0,0,0,0.0,,2023,22.0,140.0
Nathan Ellis,1.0,Overseas,PBKS,Punjab Kings,10,107.0,10,15.0,2021-100mb00000000633-40c59a2c160011,228.0,339,68,29.82,165.0,26.07,17.53,17.53,56.04,5.56,8.92,38.0,100.0,20.0,1.0,28,13,3.0,2.0,0.0,3.0,13,4.0,30.0,4.0,30/4,30/4,0,0.0,1,0,0.0,,2023,30.0,17118.0
Yash Thakur,1.0,Indian,LSG,Lucknow Super Giants,9,107.0,9,77.0,2022-100mb00000001550-b8b1d54854ee11,191.0,289,70,36.64,137.0,22.23,14.69,14.69,59.51,5.45,9.07,31.5,75.0,13.0,0.0,19,16,14.0,2.0,0.0,8.0,13,4.0,37.0,4.0,37/4,37/4,0,0.0,1,0,0.0,,2023,37.0,5624.0
Mayank Markande,1.0,Indian,SRH,Sunrisers Hyderabad,10,107.0,10,20.0,2019-100mb00000000087-98d4e401342511,228.0,300,76,33.33,154.0,25.0,19.0,19.0,57.33,6.16,7.89,38.0,105.0,10.0,0.0,25,12,2.0,0.0,0.0,0.0,12,4.0,15.0,4.0,15/4,15/4,0,0.0,1,0,0.0,,2023,15.0,4951.0
Mitchell Marsh,1.0,Overseas,DC,Delhi Capitals,9,107.0,8,14.0,2018-100mb00000000040-7f15f6c7f88a11,121.0,170,36,29.75,96.0,14.16,10.08,10.08,47.05,7.56,8.42,20.1,59.0,10.0,0.0,8,8,10.0,1.0,1.0,1.0,12,4.0,27.0,4.0,27/4,27/4,1,1.0,1,0,0.0,,2023,27.0,221.0
Axar Patel,0.0,Indian,DC,Delhi Capitals,14,107.0,13,14.0,2019-100mb00000000110-79ae08f5449411,282.0,338,105,37.23,183.0,30.72,25.63,25.63,53.84,7.42,7.19,47.0,129.0,11.0,1.0,23,15,6.0,0.0,0.0,6.0,11,2.0,13.0,2.0,13/2,13/2,0,0.0,0,0,0.0,,2023,13.0,1113.0
Naveen-Ul-Haq,1.0,Overseas,LSG,Lucknow Super Giants,8,107.0,7,77.0,2021-100mb00000000639-cf9c67ec2fe411,168.0,219,68,40.47,106.0,19.9,15.27,15.27,55.7,6.46,7.82,28.0,58.0,18.0,0.0,17,9,5.0,2.0,4.0,4.0,11,4.0,38.0,4.0,38/4,38/4,0,0.0,1,0,0.0,,2023,38.0,5681.0
Sunil Narine,0.0,Overseas,KKR,Kolkata Knight Riders,14,107.0,14,16.0,2019-100mb00000000156-a6b6f42c44aa11,288.0,383,87,30.2,209.0,34.81,26.18,26.18,50.65,7.02,7.97,48.0,138.0,23.0,0.0,26,15,8.0,0.0,4.0,2.0,11,3.0,33.0,3.0,33/3,33/3,0,0.0,0,0,0.0,,2023,33.0,203.0
Maheesh Theekshana,1.0,Overseas,CSK,Chennai Super Kings,13,107.0,13,13.0,2021-100mb00000000629-11c540100bd311,294.0,392,87,29.59,211.0,35.63,26.72,26.72,51.53,6.68,8.0,49.0,140.0,23.0,1.0,31,13,4.0,0.0,4.0,5.0,11,2.0,23.0,2.0,23/2,23/2,1,1.0,0,0,0.0,,2023,23.0,20570.0
Mark Wood,1.0,Overseas,LSG,Lucknow Super Giants,4,107.0,4,77.0,2019-100mb00000000315-585558897aef11,96.0,130,48,50.0,54.0,11.81,8.72,8.72,73.84,5.05,8.12,16.0,26.0,5.0,0.0,9,10,5.0,1.0,4.0,8.0,11,5.0,14.0,5.0,14/5,14/5,1,0.0,0,1,0.0,,2023,14.0,2749.0
Kuldeep Yadav,0.0,Indian,DC,Delhi Capitals,14,107.0,14,14.0,2018-100mb00000000014-227bc550e99c11,294.0,361,86,29.25,214.0,36.1,29.4,29.4,45.42,9.18,7.36,49.0,161.0,15.0,0.0,14,18,6.0,0.0,0.0,5.0,10,2.0,15.0,2.0,15/2,15/2,1,1.0,0,0,0.0,,2023,15.0,261.0
Suyash Sharma,1.0,Indian,KKR,Kolkata Knight Riders,11,107.0,11,16.0,2023-100mb00000001932-5539f1d7c3fd11,234.0,321,83,35.47,156.0,32.1,23.4,23.4,62.3,5.57,8.23,39.0,101.0,10.0,1.0,26,16,4.0,1.0,5.0,4.0,10,3.0,30.0,3.0,30/3,30/3,0,0.0,0,0,0.0,,2023,30.0,5668.0
Ishant Sharma,1.0,Indian,DC,Delhi Capitals,8,107.0,8,14.0,2018-100mb00000000050-4663b710f88b11,150.0,206,69,46.0,88.0,20.6,15.0,15.0,66.99,4.54,8.24,25.0,39.0,10.0,0.0,30,3,6.0,1.0,0.0,4.0,10,2.0,19.0,2.0,19/2,19/2,0,0.0,0,0,0.0,,2023,19.0,38.0
Sandeep Sharma,1.0,Indian,RR,Rajasthan Royals,12,107.0,12,18.0,2019-100mb00000000220-18a6ceb644c011,276.0,396,95,34.42,195.0,39.6,27.6,27.6,60.1,5.2,8.6,46.0,113.0,14.0,1.0,40,13,10.0,4.0,0.0,2.0,10,2.0,25.0,2.0,25/2,25/2,0,0.0,0,0,0.0,,2023,25.0,1112.0
Anrich Nortje,1.0,Overseas,DC,Delhi Capitals,10,107.0,10,14.0,2019-100mb00000000142-040303a144a811,240.0,364,96,40.0,155.0,36.4,24.0,24.0,64.28,4.8,9.1,40.0,75.0,22.0,0.0,33,17,8.0,3.0,2.0,4.0,10,2.0,20.0,2.0,20/2,20/2,0,0.0,0,0,0.0,,2023,20.0,5433.0
T Natarajan,0.0,Indian,SRH,Sunrisers Hyderabad,12,107.0,12,20.0,2019-100mb00000000224-85b4cb8c44c011,270.0,410,75,27.77,201.0,41.0,27.0,27.0,58.53,5.09,9.11,45.0,119.0,23.0,1.0,39,14,6.0,0.0,6.0,0.0,10,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2023,23.0,3831.0
Marco Jansen,1.0,Overseas,SRH,Sunrisers Hyderabad,8,107.0,8,20.0,2021-100mb00000000586-8238f85f91de11,162.0,267,69,42.59,108.0,26.7,16.2,16.2,71.91,3.85,9.88,27.0,51.0,3.0,2.0,30,12,11.0,5.0,0.0,6.0,10,2.0,16.0,2.0,16/2,16/2,1,1.0,0,0,0.0,,2023,16.0,17068.0
Sam Curran,0.0,Indian,PBKS,Punjab Kings,14,107.0,14,15.0,2019-100mb00000000138-5bd8fcf6449d11,287.0,489,85,29.61,214.0,48.9,28.7,28.7,66.66,4.04,10.22,47.5,110.0,21.0,1.0,50,21,11.0,1.0,1.0,7.0,10,3.0,31.0,3.0,31/3,31/3,0,0.0,0,0,0.0,,2023,31.0,2939.0
Karn Sharma,0.0,Indian,RCB,Royal Challengers Bangalore,7,107.0,7,19.0,2019-100mb00000000098-7a8c366b43f611,129.0,223,39,30.23,93.0,22.3,12.9,12.9,69.05,4.3,10.37,21.3,52.0,9.0,0.0,13,17,3.0,0.0,4.0,2.0,10,2.0,19.0,2.0,19/2,19/2,0,0.0,0,0,0.0,,2023,19.0,1118.0
Krunal Pandya,0.0,Indian,LSG,Lucknow Super Giants,15,107.0,12,77.0,2018-100mb00000000017-5e389774e99c11,252.0,313,96,38.09,157.0,34.77,28.0,28.0,60.7,6.0,7.45,42.0,104.0,11.0,0.0,31,11,1.0,0.0,4.0,3.0,9,3.0,18.0,3.0,18/3,18/3,0,0.0,0,0,0.0,,2023,18.0,3183.0
Moeen Ali,0.0,Overseas,CSK,Chennai Super Kings,15,107.0,11,13.0,2019-100mb00000000206-501d92f644bb11,156.0,195,57,36.53,100.0,21.66,17.33,17.33,53.33,7.8,7.5,26.0,72.0,5.0,1.0,8,12,1.0,0.0,0.0,3.0,9,4.0,26.0,4.0,26/4,26/4,0,0.0,1,0,0.0,,2023,26.0,1735.0
Harpreet Brar,0.0,Indian,PBKS,Punjab Kings,13,107.0,11,15.0,2019-100mb00000000130-89338eb7449a11,163.0,218,58,35.58,108.0,24.22,18.11,18.11,57.79,5.82,8.02,27.1,66.0,10.0,1.0,21,7,3.0,0.0,1.0,0.0,9,4.0,30.0,4.0,30/4,30/4,0,0.0,1,0,0.0,,2023,30.0,5441.0
Wanindu Hasaranga,1.0,Overseas,RCB,Royal Challengers Bangalore,8,107.0,8,19.0,2020-100mb00000000377-c8cec37e2dec11,174.0,258,55,31.6,120.0,28.66,19.33,19.33,61.24,5.43,8.89,29.0,76.0,11.0,0.0,17,15,1.0,0.0,1.0,0.0,9,2.0,24.0,2.0,24/2,24/2,0,0.0,0,0,0.0,,2023,24.0,3082.0
Khaleel Ahmed,1.0,Indian,DC,Delhi Capitals,9,107.0,9,14.0,2018-100mb00000000008-787fc4ece99b11,198.0,301,89,44.94,123.0,33.44,22.0,22.0,69.1,4.4,9.12,33.0,53.0,12.0,0.0,31,14,12.0,2.0,1.0,7.0,9,2.0,24.0,2.0,24/2,24/2,2,1.0,0,0,0.0,,2023,24.0,2964.0
Wayne Parnell,0.0,Overseas,RCB,Royal Challengers Bangalore,7,107.0,7,19.0,2022-100mb00000000829-e8883032782a11,151.0,236,56,37.08,101.0,26.22,16.77,16.77,70.33,4.31,9.37,25.1,56.0,4.0,0.0,22,13,5.0,1.0,0.0,1.0,9,3.0,10.0,3.0,10/3,10/3,0,0.0,0,0,0.0,,2023,10.0,223.0
Vyshak Vijaykumar,1.0,Indian,RCB,Royal Challengers Bangalore,7,107.0,7,19.0,2023-100mb00000002034-c2959cc8d5eb11,144.0,253,40,27.77,113.0,28.11,16.0,16.0,64.82,4.23,10.54,24.0,62.0,9.0,0.0,20,14,8.0,1.0,0.0,0.0,9,3.0,20.0,3.0,20/3,20/3,0,0.0,0,0,0.0,,2023,20.0,1097.0
Rahul Chahar,1.0,Indian,PBKS,Punjab Kings,14,107.0,14,15.0,2019-100mb00000000171-b2aa538f44ae11,298.0,385,96,32.21,205.0,48.12,37.25,37.25,52.98,6.62,7.75,49.4,136.0,21.0,0.0,33,12,3.0,0.0,0.0,3.0,8,2.0,16.0,2.0,16/2,16/2,0,0.0,0,0,0.0,,2023,16.0,3763.0
Adam Zampa,1.0,Indian,RR,Rajasthan Royals,6,107.0,6,18.0,2018-100mb00000000024-431d2bf7e99d11,132.0,188,40,30.3,93.0,23.5,16.5,16.5,57.44,5.73,8.54,22.0,60.0,9.0,0.0,15,8,1.0,0.0,0.0,1.0,8,3.0,22.0,3.0,22/3,22/3,0,0.0,0,0,0.0,,2023,22.0,958.0
Avesh Khan,1.0,Indian,LSG,Lucknow Super Giants,9,107.0,9,77.0,2019-100mb00000000109-5cc123ab449411,174.0,283,61,35.05,115.0,35.37,21.75,21.75,68.55,3.95,9.75,29.0,54.0,15.0,1.0,35,9,2.0,0.0,0.0,4.0,8,3.0,25.0,3.0,25/3,25/3,0,0.0,0,0,0.0,,2023,25.0,1561.0
Amit Mishra,1.0,Indian,LSG,Lucknow Super Giants,7,107.0,7,77.0,2019-100mb00000000107-ae56fbc5449311,114.0,149,32,28.07,83.0,21.28,16.28,16.28,51.0,7.12,7.84,19.0,60.0,6.0,0.0,10,6,1.0,0.0,1.0,1.0,7,2.0,21.0,2.0,21/2,21/2,0,0.0,0,0,0.0,,2023,21.0,30.0
Josh Little,1.0,Overseas,GT,Gujarat Titans,10,107.0,10,35.0,134c0289560f4aa896a37534c1b1e80,204.0,294,75,36.76,136.0,42.0,29.14,29.14,61.22,5.36,8.64,34.0,75.0,16.0,0.0,24,14,7.0,0.0,0.0,2.0,7,2.0,25.0,2.0,25/2,25/2,0,0.0,0,0,0.0,,2023,25.0,5683.0
Alzarri Joseph,1.0,Overseas,GT,Gujarat Titans,7,107.0,7,35.0,2019-100mb00000000229-75a4b0a0516011,144.0,225,57,39.58,93.0,32.14,20.57,20.57,66.66,4.96,9.37,24.0,47.0,11.0,0.0,12,17,6.0,0.0,0.0,1.0,7,2.0,27.0,2.0,27/2,27/2,0,0.0,0,0,0.0,,2023,27.0,3098.0
Kagiso Rabada,0.0,Overseas,PBKS,Punjab Kings,6,107.0,6,15.0,2019-100mb00000000116-dbd48930449611,138.0,232,62,44.92,84.0,33.14,19.71,19.71,78.44,3.72,10.08,23.0,35.0,7.0,0.0,20,17,6.0,3.0,0.0,11.0,7,2.0,34.0,2.0,34/2,34/2,0,0.0,0,0,0.0,,2023,34.0,1664.0
Shardul Thakur,1.0,Indian,KKR,Kolkata Knight Riders,11,107.0,9,16.0,2019-100mb00000000105-4c526de743fe11,126.0,220,34,26.98,98.0,31.42,18.0,18.0,66.36,3.93,10.47,21.0,54.0,7.0,0.0,23,9,4.0,2.0,1.0,1.0,7,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2023,23.0,1745.0
Mukesh Kumar,1.0,Indian,DC,Delhi Capitals,10,107.0,10,14.0,2022-100mb00000001462-cbc59298427c11,186.0,326,65,34.94,132.0,46.57,26.57,26.57,70.55,3.87,10.51,31.0,63.0,11.0,0.0,29,19,10.0,1.0,0.0,2.0,7,2.0,30.0,2.0,30/2,30/2,0,0.0,0,0,0.0,,2023,30.0,5622.0
Riley Meredith,1.0,Overseas,MI,Mumbai Indians,5,107.0,5,17.0,2021-100mb00000000588-3ec656b291e011,118.0,207,42,35.59,84.0,29.57,16.85,16.85,72.46,3.57,10.52,19.4,40.0,4.0,0.0,24,9,7.0,1.0,1.0,1.0,7,2.0,33.0,2.0,33/2,33/2,0,0.0,0,0,0.0,,2023,33.0,4055.0
Andre Russell,1.0,Overseas,KKR,Kolkata Knight Riders,14,107.0,9,16.0,2019-100mb00000000141-e67c41d144a711,91.0,172,32,35.16,67.0,24.57,13.0,13.0,69.76,3.5,11.34,15.1,28.0,8.0,0.0,18,8,5.0,3.0,0.0,1.0,7,3.0,22.0,3.0,22/3,22/3,0,0.0,0,0,0.0,,2023,22.0,177.0
Michael Bracewell,0.0,Overseas,RCB,Royal Challengers Bangalore,5,107.0,5,19.0,2022-100mb00000001465-c3bbc3db4bb011,66.0,95,26,39.39,40.0,15.83,11.0,11.0,67.36,5.07,8.63,11.0,23.0,4.0,0.0,7,6,0.0,0.0,0.0,0.0,6,2.0,13.0,2.0,13/2,13/2,0,0.0,0,0,0.0,,2023,13.0,1465.0
Cameron Green,1.0,Overseas,MI,Mumbai Indians,16,107.0,16,17.0,2020-100mb00000000550-247665a42ff311,228.0,361,88,38.59,151.0,60.16,38.0,38.0,67.59,4.47,9.5,38.0,79.0,9.0,2.0,31,20,10.0,1.0,0.0,9.0,6,2.0,41.0,2.0,41/2,41/2,0,0.0,0,0,0.0,,2023,41.0,5602.0
Harshit Rana,1.0,Indian,KKR,Kolkata Knight Riders,6,107.0,6,16.0,2022-100mb00000001013-30676520bcc011,102.0,147,50,49.01,58.0,29.4,20.4,20.4,72.1,4.43,8.64,17.0,27.0,2.0,0.0,16,7,5.0,1.0,0.0,6.0,5,2.0,33.0,2.0,33/2,33/2,0,0.0,0,0,0.0,,2023,33.0,20626.0
Kumar Kartikeya Singh,1.0,Indian,MI,Mumbai Indians,8,107.0,8,17.0,2022-100mb00000001015-396b0615c6d411,156.0,227,44,28.2,119.0,45.4,31.2,31.2,53.74,6.5,8.73,26.0,79.0,9.0,0.0,11,13,7.0,0.0,1.0,3.0,5,2.0,37.0,2.0,37/2,37/2,0,0.0,0,0,0.0,,2023,37.0,20629.0
Vaibhav Arora,1.0,Indian,KKR,Kolkata Knight Riders,5,107.0,5,16.0,2021-100mb00000000583-8f4c0c4491dd11,96.0,146,33,34.37,74.0,29.2,19.2,19.2,53.42,5.05,9.12,16.0,36.0,10.0,0.0,18,1,7.0,4.0,0.0,3.0,5,2.0,30.0,2.0,30/2,30/2,0,0.0,0,0,0.0,,2023,30.0,14859.0
Marcus Stoinis,1.0,Overseas,LSG,Lucknow Super Giants,15,107.0,5,77.0,2018-100mb00000000023-201fd633e99d11,65.0,100,23,35.38,46.0,20.0,13.0,13.0,62.0,5.0,9.23,10.5,24.0,5.0,0.0,8,5,4.0,0.0,0.0,1.0,5,2.0,20.0,2.0,20/2,20/2,0,0.0,0,0,0.0,,2023,20.0,964.0
Akash Singh,1.0,Indian,CSK,Chennai Super Kings,6,107.0,6,13.0,2020-100mb00000000535-66ae8e79639911,114.0,188,46,40.35,71.0,37.6,22.8,22.8,75.53,3.8,9.89,19.0,33.0,5.0,0.0,19,11,3.0,0.0,0.0,0.0,5,2.0,40.0,2.0,40/2,40/2,0,0.0,0,0,0.0,,2023,40.0,12585.0
Umran Malik,1.0,Indian,SRH,Sunrisers Hyderabad,8,107.0,8,20.0,2021-100mb00000000637-4e1434ea244f11,120.0,217,43,35.83,81.0,43.4,24.0,24.0,76.49,3.24,10.85,20.0,37.0,4.0,0.0,28,9,4.0,0.0,1.0,1.0,5,2.0,32.0,2.0,32/2,32/2,0,0.0,0,0,0.0,,2023,32.0,15154.0
Arshad Khan,0.0,Indian,MI,Mumbai Indians,6,107.0,6,17.0,2022-100mb00000000988-ad5c752aa44a11,85.0,190,27,31.76,70.0,38.0,17.0,17.0,77.89,2.65,13.41,14.1,24.0,2.0,0.0,22,10,12.0,0.0,0.0,2.0,5,3.0,39.0,3.0,39/3,39/3,0,0.0,0,0,0.0,,2023,39.0,20599.0
Fazalhaq Farooqi,1.0,Overseas,SRH,Sunrisers Hyderabad,4,107.0,4,20.0,2022-100mb00000001011-d957ea18a45111,80.0,117,34,42.5,52.0,29.25,20.0,20.0,61.53,4.44,8.77,13.2,19.0,7.0,2.0,18,0,6.0,0.0,1.0,1.0,4,2.0,41.0,2.0,41/2,41/2,0,0.0,0,0,0.0,,2023,41.0,20610.0
Jason Holder,1.0,Overseas,RR,Rajasthan Royals,8,107.0,8,18.0,2019-100mb00000000263-296c7a0b7adb11,171.0,284,46,26.9,130.0,71.0,42.75,42.75,66.19,4.27,9.96,28.3,79.0,6.0,0.0,26,14,5.0,0.0,0.0,6.0,4,2.0,29.0,2.0,29/2,29/2,0,0.0,0,0,0.0,,2023,29.0,1075.0
