StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings,Year,ClientPlayerID
Jaydev Unadkat,180,11,0000-00-00,1.0,Indian,148,2019-100mb00000000180-1352e0b244b611,20.0,SRH,Sunrisers Hyderabad,148,20.0,2019-100mb00000000180-1352e0b244b611,5,2.0,24,26,14.0,92.3,53.84,1.85,8.66,58.33,2.0,12.0,8.0,1.0,0.0,2,1,,,3,2,12.0,0,0,0.0,8*,8.00,0.0,0.0,2024,86.0
Tanush Kotian,3118,1,0000-00-00,1.0,Indian,148,2024-100mb00000003118-481ccec2e83a11,18.0,RR,Rajasthan Royals,148,18.0,2024-100mb00000003118-481ccec2e83a11,1,1.0,24,31,17.0,77.41,54.83,1.82,10.33,50.0,1.71,14.0,10.0,1.0,0.0,3,0,,,1,0,,0,0,0.0,24,24.00,0.0,0.0,2024,20722.0
Bhuvneshwar Kumar,15,16,0000-00-00,1.0,Indian,148,2018-100mb00000000015-3501d442e99c11,20.0,SRH,Sunrisers Hyderabad,148,20.0,2018-100mb00000000015-3501d442e99c11,5,2.0,23,29,18.0,79.31,62.06,1.61,9.66,52.17,2.09,11.0,5.0,3.0,0.0,3,0,,,3,2,11.5,0,0,0.0,13,7.67,1.0,0.0,2024,116.0
Yudhvir Singh,587,2,0000-00-00,1.0,Indian,148,2021-100mb00000000587-d15a3db891de11,77.0,LSG,Lucknow Super Giants,148,77.0,2021-100mb00000000587-d15a3db891de11,2,0.0,21,14,7.0,150.0,50.0,2.0,4.66,76.19,3.0,7.0,3.0,1.0,0.0,1,2,,,2,0,,0,0,0.0,14,10.50,0.0,0.0,2024,10842.0
Rahul Chahar,171,9,0000-00-00,1.0,Indian,148,2019-100mb00000000171-b2aa538f44ae11,15.0,PBKS,Punjab Kings,148,15.0,2019-100mb00000000171-b2aa538f44ae11,2,0.0,21,15,8.0,140.0,53.33,1.87,3.75,85.71,3.0,7.0,3.0,0.0,0.0,3,1,,,1,1,21.0,0,0,0.0,16,21.00,2.0,0.0,2024,3763.0
Shardul Thakur,105,9,0000-00-00,1.0,Indian,148,2019-100mb00000000105-4c526de743fe11,13.0,CSK,Chennai Super Kings,148,13.0,2019-100mb00000000105-4c526de743fe11,3,1.0,21,17,7.0,123.52,41.17,2.42,5.66,66.66,2.1,10.0,7.0,0.0,0.0,2,1,,,1,2,10.5,0,0,0.0,17,21.00,4.0,0.0,2024,1745.0
Ashton Turner,86,2,0000-00-00,1.0,Overseas,148,2019-100mb00000000086-8d7f2f7d30f311,77.0,LSG,Lucknow Super Giants,148,77.0,2019-100mb00000000086-8d7f2f7d30f311,2,3.0,21,18,7.0,116.66,38.88,2.57,9.0,57.14,1.9,11.0,9.0,0.0,0.0,0,2,,,2,0,,0,0,0.0,16,10.50,0.0,0.0,2024,1285.0
Kagiso Rabada,116,11,0000-00-00,0.0,Overseas,148,2019-100mb00000000116-dbd48930449611,15.0,PBKS,Punjab Kings,148,15.0,2019-100mb00000000116-dbd48930449611,3,7.0,20,14,4.0,142.85,28.57,3.5,7.0,60.0,2.0,10.0,8.0,0.0,0.0,0,2,,,1,2,10.0,0,0,0.0,11*,20.00,5.0,0.0,2024,1664.0
Gulbadin Naib,234,2,0000-00-00,1.0,Overseas,148,2019-100mb00000000234-6f2916d37ab711,14.0,DC,Delhi Capitals,148,14.0,2019-100mb00000000234-6f2916d37ab711,1,0.0,19,15,4.0,126.66,26.66,3.75,7.5,52.63,1.72,11.0,9.0,0.0,0.0,1,1,,,1,0,,0,0,0.0,19,19.00,1.0,0.0,2024,20731.0
Marco Jansen,586,3,0000-00-00,1.0,Overseas,148,2021-100mb00000000586-8238f85f91de11,20.0,SRH,Sunrisers Hyderabad,148,20.0,2021-100mb00000000586-8238f85f91de11,2,2.0,18,13,4.0,138.46,30.76,3.25,6.5,55.55,2.0,9.0,6.0,1.0,0.0,1,1,,,1,1,18.0,0,0,0.0,17,18.00,6.0,0.0,2024,17068.0
Saurav Chauhan,3114,3,0000-00-00,0.0,Indian,148,2024-100mb00000003114-45238324dfa011,19.0,RCB,Royal Challengers Bengaluru,148,19.0,2024-100mb00000003114-45238324dfa011,3,1.0,18,15,6.0,120.0,40.0,2.5,7.5,55.55,2.0,9.0,6.0,1.0,0.0,1,1,,,3,0,,0,0,0.0,9,6.00,0.0,0.0,2024,20718.0
Sumit Kumar,1535,4,0000-00-00,1.0,Indian,148,2022-100mb00000001535-6fd8867c54e911,14.0,DC,Delhi Capitals,148,14.0,2022-100mb00000001535-6fd8867c54e911,3,5.0,18,24,17.0,75.0,70.83,1.41,8.0,77.77,2.57,7.0,4.0,0.0,0.0,2,1,,,2,1,18.0,0,0,0.0,9*,9.00,1.0,0.0,2024,20706.0
Piyush Chawla,149,11,0000-00-00,0.0,Indian,148,2019-100mb00000000149-10d5663944a911,17.0,MI,Mumbai Indians,148,17.0,2019-100mb00000000149-10d5663944a911,6,1.0,15,15,8.0,100.0,53.33,1.87,7.5,66.66,2.14,7.0,5.0,0.0,0.0,1,1,,,4,2,7.5,0,0,0.0,10,3.75,1.0,0.0,2024,76.0
Sanvir Singh,1943,4,0000-00-00,1.0,Indian,148,2023-100mb00000001943-b03b1676c40511,20.0,SRH,Sunrisers Hyderabad,148,20.0,2023-100mb00000001943-b03b1676c40511,3,1.0,14,12,2.0,116.66,16.66,6.0,12.0,28.57,1.4,10.0,8.0,1.0,0.0,1,0,,,1,2,7.0,0,0,0.0,8*,14.00,3.0,0.0,2024,5616.0
Trent Boult,66,16,0000-00-00,1.0,Overseas,148,2019-100mb00000000066-573f78a31e3711,18.0,RR,Rajasthan Royals,148,18.0,2019-100mb00000000066-573f78a31e3711,5,0.0,14,16,9.0,87.5,56.25,1.77,8.0,57.14,2.0,7.0,4.0,1.0,0.0,2,0,,,2,3,4.66,0,0,0.0,12,7.00,4.0,0.0,2024,969.0
Mitchell Santner,75,3,0000-00-00,0.0,Overseas,148,2019-100mb00000000075-0984e17e1e4011,13.0,CSK,Chennai Super Kings,148,13.0,2019-100mb00000000075-0984e17e1e4011,3,1.0,14,17,6.0,82.35,35.29,2.83,17.0,28.57,1.27,11.0,10.0,0.0,0.0,1,0,,,3,0,,0,0,0.0,11,4.67,1.0,0.0,2024,1903.0
Gerald Coetzee,2535,10,0000-00-00,1.0,Overseas,148,2023-100mb00000002535-239c770f61da11,17.0,MI,Mumbai Indians,148,17.0,2023-100mb00000002535-239c770f61da11,5,2.0,14,22,13.0,63.63,59.09,1.69,22.0,42.85,1.55,9.0,8.0,0.0,0.0,0,1,,,4,1,14.0,0,0,0.0,8,3.50,1.0,0.0,2024,20686.0
Sai Kishore,544,5,0000-00-00,0.0,Indian,148,2020-100mb00000000544-980117aa639c11,35.0,GT,Gujarat Titans,148,35.0,2020-100mb00000000544-980117aa639c11,2,4.0,13,6,3.0,216.66,50.0,2.0,3.0,92.3,4.33,3.0,1.0,0.0,0.0,0,2,,,1,1,13.0,0,0,0.0,13,13.00,1.0,0.0,2024,7123.0
Harshal Patel,114,14,0000-00-00,1.0,Indian,148,2019-100mb00000000114-8c98068c449611,15.0,PBKS,Punjab Kings,148,15.0,2019-100mb00000000114-8c98068c449611,4,0.0,13,19,14.0,68.42,73.68,1.35,9.5,76.92,2.6,5.0,3.0,0.0,0.0,1,1,,,3,1,13.0,0,0,0.0,12,4.33,5.0,0.0,2024,157.0
Mohammed Siraj,63,14,0000-00-00,1.0,Indian,148,2019-100mb00000000063-d9aa7a01187311,19.0,RCB,Royal Challengers Bengaluru,148,19.0,2019-100mb00000000063-d9aa7a01187311,3,1.0,12,8,6.0,150.0,75.0,1.33,4.0,100.0,6.0,2.0,0.0,0.0,0.0,0,2,,,2,1,12.0,0,0,0.0,12,6.00,3.0,0.0,2024,3840.0
Darshan Nalkande,127,3,0000-00-00,1.0,Indian,148,2019-100mb00000000127-b2131830449911,35.0,GT,Gujarat Titans,148,35.0,2019-100mb00000000127-b2131830449911,1,0.0,12,11,4.0,109.09,36.36,2.75,11.0,50.0,1.71,7.0,6.0,0.0,0.0,0,1,,,1,0,,0,0,0.0,12,12.00,2.0,0.0,2024,4447.0
Jasprit Bumrah,9,13,0000-00-00,1.0,Indian,148,2018-100mb00000000009-92bfdfe9e99b11,17.0,MI,Mumbai Indians,148,17.0,2018-100mb00000000009-92bfdfe9e99b11,4,0.0,12,12,4.0,100.0,33.33,3.0,12.0,33.33,1.5,8.0,6.0,1.0,0.0,1,0,,,0,4,3.0,0,0,0.0,8*,-,1.0,0.0,2024,1124.0
Umesh Yadav,21,7,0000-00-00,1.0,Indian,148,2018-100mb00000000021-a294dad8e99c11,35.0,GT,Gujarat Titans,148,35.0,2018-100mb00000000021-a294dad8e99c11,2,0.0,12,15,8.0,80.0,53.33,1.87,15.0,50.0,1.71,7.0,6.0,0.0,0.0,0,1,,,1,1,12.0,0,0,0.0,10*,12.00,1.0,0.0,2024,59.0
Avesh Khan,109,16,0000-00-00,1.0,Indian,148,2019-100mb00000000109-5cc123ab449411,18.0,RR,Rajasthan Royals,148,18.0,2019-100mb00000000109-5cc123ab449411,3,0.0,10,5,0.0,200.0,0.0,0.0,5.0,40.0,2.0,5.0,2.0,2.0,0.0,1,0,,,0,3,3.33,0,0,0.0,7*,-,1.0,0.0,2024,1561.0
Lalit Yadav,538,2,0000-00-00,1.0,Indian,148,2020-100mb00000000538-c16259a1639a11,14.0,DC,Delhi Capitals,148,14.0,2020-100mb00000000538-c16259a1639a11,2,0.0,10,12,6.0,83.33,50.0,2.0,12.0,40.0,1.66,6.0,4.0,1.0,0.0,1,0,,,2,0,,0,0,0.0,7,5.00,0.0,0.0,2024,6870.0
Luke Wood,3116,2,0000-00-00,0.0,Overseas,148,2024-100mb00000003116-51a9a019e5e811,17.0,MI,Mumbai Indians,148,17.0,2024-100mb00000003116-51a9a019e5e811,1,0.0,9,3,0.0,300.0,0.0,0.0,3.0,66.66,3.0,3.0,1.0,1.0,0.0,0,1,,,0,1,9.0,0,0,0.0,9*,-,0.0,0.0,2024,20721.0
Arshin Atul Kulkarni,2788,2,0000-00-00,1.0,Indian,148,2023-100mb00000002788-734d7bb794fb11,77.0,LSG,Lucknow Super Giants,148,77.0,2023-100mb00000002788-734d7bb794fb11,2,0.0,9,8,5.0,112.5,62.5,1.6,4.0,88.88,3.0,3.0,1.0,0.0,0.0,2,0,,,2,0,,0,0,0.0,9,4.50,0.0,0.0,2024,20691.0
Mitchell Starc,31,14,0000-00-00,0.0,Overseas,148,2018-100mb00000000031-b334eaf6f08611,16.0,KKR,Kolkata Knight Riders,148,16.0,2018-100mb00000000031-b334eaf6f08611,5,0.0,9,11,5.0,81.81,45.45,2.2,11.0,44.44,1.5,6.0,5.0,0.0,0.0,1,0,,,2,3,3.0,0,0,0.0,6*,4.50,5.0,0.0,2024,490.0
Abhinav Manohar,974,2,0000-00-00,1.0,Indian,148,2022-100mb00000000974-314d9cf0a44611,35.0,GT,Gujarat Titans,148,35.0,2022-100mb00000000974-314d9cf0a44611,2,0.0,9,16,11.0,56.25,68.75,1.45,16.0,44.44,1.8,5.0,3.0,1.0,0.0,1,0,,,2,0,,0,0,0.0,8,4.50,2.0,0.0,2024,20589.0
Donovan Ferreira,2033,2,0000-00-00,1.0,Overseas,148,2023-100mb00000002033-4a1cf416d08711,18.0,RR,Rajasthan Royals,148,18.0,2023-100mb00000002033-4a1cf416d08711,2,0.0,8,11,5.0,72.72,45.45,2.2,0.0,0.0,1.33,6.0,4.0,2.0,0.0,0,0,,,2,0,,0,0,0.0,7,4.00,2.0,0.0,2024,5652.0
Vijayakanth Viyaskanth,3153,3,0000-00-00,1.0,Overseas,148,2024-100mb00000003153-d36cbdc8f66e11,20.0,SRH,Sunrisers Hyderabad,148,20.0,2024-100mb00000003153-d36cbdc8f66e11,1,0.0,7,5,0.0,140.0,0.0,0.0,0.0,0.0,1.4,5.0,4.0,0.0,1.0,0,0,,,0,1,7.0,0,0,0.0,7*,-,2.0,0.0,2024,20728.0
Spencer Johnson,2518,5,0000-00-00,0.0,Overseas,148,2023-100mb00000002518-9a5f0c5357b311,35.0,GT,Gujarat Titans,148,35.0,2023-100mb00000002518-9a5f0c5357b311,3,1.0,6,7,4.0,85.71,57.14,1.75,7.0,66.66,2.0,3.0,2.0,0.0,0.0,1,0,,,0,3,2.0,0,0,0.0,5*,-,0.0,0.0,2024,20699.0
Anmolpreet Singh,159,2,0000-00-00,1.0,Indian,148,2019-100mb00000000159-555d54fd44ac11,20.0,SRH,Sunrisers Hyderabad,148,20.0,2019-100mb00000000159-555d54fd44ac11,2,1.0,5,6,4.0,83.33,66.66,1.5,6.0,80.0,2.5,2.0,1.0,0.0,0.0,1,0,,,2,0,,0,0,0.0,5,2.50,0.0,0.0,2024,2965.0
Noor Ahmad,975,10,0000-00-00,1.0,Overseas,148,2022-100mb00000000975-56f6385ba44611,35.0,GT,Gujarat Titans,148,35.0,2022-100mb00000000975-56f6385ba44611,4,0.0,5,9,7.0,55.55,77.77,1.28,9.0,80.0,2.5,2.0,1.0,0.0,0.0,1,0,,,2,2,2.5,0,0,0.0,4,2.50,5.0,0.0,2024,20590.0
Arshdeep Singh,125,14,0000-00-00,0.0,Indian,148,2019-100mb00000000125-2485f88b449911,15.0,PBKS,Punjab Kings,148,15.0,2019-100mb00000000125-2485f88b449911,1,2.0,4,3,2.0,133.33,66.66,1.5,3.0,100.0,4.0,1.0,0.0,0.0,0.0,1,0,,,1,0,,0,0,0.0,4,4.00,1.0,0.0,2024,4698.0
Akash Madhwal,1045,5,0000-00-00,1.0,Indian,148,2022-100mb00000001045-ff63138dd51a11,17.0,MI,Mumbai Indians,148,17.0,2022-100mb00000001045-ff63138dd51a11,1,1.0,4,5,2.0,80.0,40.0,2.5,0.0,0.0,1.33,3.0,2.0,1.0,0.0,0,0,,,0,1,4.0,0,0,0.0,4*,-,1.0,0.0,2024,20681.0
Matthew Wade,549,2,0000-00-00,0.0,Overseas,148,2020-100mb00000000549-9da979d52ff211,35.0,GT,Gujarat Titans,148,35.0,2020-100mb00000000549-9da979d52ff211,1,1.0,4,6,2.0,66.66,33.33,3.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0,0,,,1,0,,0,0,0.0,4,4.00,1.0,0.0,2024,290.0
Ravi Bishnoi,520,14,0000-00-00,1.0,Indian,148,2020-100mb00000000520-c2b1e0df638711,77.0,LSG,Lucknow Super Giants,148,77.0,2020-100mb00000000520-c2b1e0df638711,3,0.0,4,6,2.0,66.66,33.33,3.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0,0,,,3,0,,0,0,0.0,2,1.33,3.0,0.0,2024,19351.0
Anrich Nortje,142,6,0000-00-00,1.0,Overseas,148,2019-100mb00000000142-040303a144a811,14.0,DC,Delhi Capitals,148,14.0,2019-100mb00000000142-040303a144a811,2,1.0,4,8,5.0,50.0,62.5,1.6,0.0,0.0,1.33,3.0,2.0,1.0,0.0,0,0,,,2,0,,0,0,0.0,4,2.00,1.0,0.0,2024,5433.0
Mohit Sharma,100,12,0000-00-00,1.0,Indian,148,2019-100mb00000000100-f196053e43f611,35.0,GT,Gujarat Titans,148,35.0,2019-100mb00000000100-f196053e43f611,3,1.0,4,15,12.0,26.66,80.0,1.25,0.0,0.0,1.33,3.0,2.0,1.0,0.0,0,0,,,2,1,4.0,0,0,0.0,4,2.00,3.0,0.0,2024,1107.0
Anukul Roy,160,4,0000-00-00,0.0,Indian,148,2019-100mb00000000160-970c8ab644ac11,16.0,KKR,Kolkata Knight Riders,148,16.0,2019-100mb00000000160-970c8ab644ac11,1,1.0,3,3,1.0,100.0,33.33,3.0,0.0,0.0,1.5,2.0,1.0,1.0,0.0,0,0,,,0,1,3.0,0,0,0.0,3*,-,0.0,0.0,2024,3774.0
Reece Topley,574,4,0000-00-00,1.0,Overseas,148,2021-100mb00000000574-27073d6f802311,19.0,RCB,Royal Challengers Bengaluru,148,19.0,2021-100mb00000000574-27073d6f802311,1,0.0,3,6,3.0,50.0,50.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0,0,,,0,1,3.0,0,0,0.0,3*,-,1.0,0.0,2024,5607.0
Kumar Kushagra,3101,4,0000-00-00,1.0,Indian,148,2024-100mb00000003101-b9f9be41df9511,14.0,DC,Delhi Capitals,148,14.0,2024-100mb00000003101-b9f9be41df9511,3,0.0,3,7,5.0,42.85,71.42,1.4,0.0,0.0,1.5,2.0,1.0,1.0,0.0,0,0,,,3,0,,0,0,0.0,2,1.00,1.0,0.0,2024,20694.0
Mukesh Kumar,1462,10,0000-00-00,1.0,Indian,148,2022-100mb00000001462-cbc59298427c11,14.0,DC,Delhi Capitals,148,14.0,2022-100mb00000001462-cbc59298427c11,2,1.0,3,9,6.0,33.33,66.66,1.5,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0,0,,,1,1,3.0,0,0,0.0,3,3.00,3.0,0.0,2024,5622.0
Ricky Bhui,219,2,0000-00-00,1.0,Indian,148,2019-100mb00000000219-05e95a2044c011,14.0,DC,Delhi Capitals,148,14.0,2019-100mb00000000219-05e95a2044c011,2,0.0,3,9,6.0,33.33,66.66,1.5,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0,0,,,2,0,,0,0,0.0,3,1.50,0.0,0.0,2024,1555.0
Mohsin Khan,541,9,0000-00-00,0.0,Indian,148,2020-100mb00000000541-c84d8371639b11,77.0,LSG,Lucknow Super Giants,148,77.0,2020-100mb00000000541-c84d8371639b11,1,0.0,2,1,0.0,200.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0,0,,,1,0,,0,0,0.0,2,2.00,1.0,0.0,2024,4952.0
Richard Gleeson,1219,2,0000-00-00,1.0,Overseas,148,2022-100mb00000001219-2385f15ff9f711,13.0,CSK,Chennai Super Kings,148,13.0,2022-100mb00000001219-2385f15ff9f711,1,1.0,2,2,1.0,100.0,50.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0,0,,,0,1,2.0,0,0,0.0,2*,-,0.0,0.0,2024,20730.0
Jhye Richardson,59,1,0000-00-00,1.0,Overseas,148,2019-100mb00000000059-888c275515bb11,14.0,DC,Delhi Capitals,148,14.0,2019-100mb00000000059-888c275515bb11,1,0.0,2,2,1.0,100.0,50.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0,0,,,1,0,,0,0,0.0,2,2.00,0.0,0.0,2024,3781.0
Anshul Kamboj,3106,3,0000-00-00,1.0,Indian,148,2024-100mb00000003106-047b3989df9b11,17.0,MI,Mumbai Indians,148,17.0,2024-100mb00000003106-047b3989df9b11,1,0.0,2,2,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,,,0,1,2.0,0,0,0.0,2*,-,3.0,0.0,2024,20702.0
Akash Deep,1007,1,0000-00-00,1.0,Indian,148,2022-100mb00000001007-1363a306a45011,19.0,RCB,Royal Challengers Bengaluru,148,19.0,2022-100mb00000001007-1363a306a45011,1,0.0,2,2,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,,,0,1,2.0,0,0,0.0,2*,-,0.0,0.0,2024,14800.0
Shivam Singh,1936,1,0000-00-00,1.0,Indian,148,2023-100mb00000001936-08bb7e80c40111,15.0,PBKS,Punjab Kings,148,15.0,2023-100mb00000001936-08bb7e80c40111,1,0.0,2,3,1.0,66.66,33.33,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,,,0,1,2.0,0,0,0.0,2*,-,2.0,0.0,2024,5693.0
Naveen-Ul-Haq,639,10,0000-00-00,1.0,Overseas,148,2021-100mb00000000639-cf9c67ec2fe411,77.0,LSG,Lucknow Super Giants,148,77.0,2021-100mb00000000639-cf9c67ec2fe411,3,0.0,2,4,3.0,50.0,75.0,1.33,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0,0,,,0,3,0.66,0,0,0.0,2*,-,4.0,0.0,2024,5681.0
B R Sharath,3117,1,0000-00-00,1.0,Indian,148,2024-100mb00000003117-d430a473e83911,35.0,GT,Gujarat Titans,148,35.0,2024-100mb00000003117-d430a473e83911,1,0.0,2,5,3.0,40.0,60.0,1.66,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0,,,1,0,,0,0,0.0,2,2.00,1.0,0.0,2024,20723.0
Vaibhav Arora,583,10,0000-00-00,1.0,Indian,148,2021-100mb00000000583-8f4c0c4491dd11,16.0,KKR,Kolkata Knight Riders,148,16.0,2021-100mb00000000583-8f4c0c4491dd11,2,0.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,2,0.5,0,0,0.0,1*,-,1.0,0.0,2024,14859.0
Shams Mulani,600,2,0000-00-00,0.0,Indian,148,2021-100mb00000000600-e91c35199df211,17.0,MI,Mumbai Indians,148,17.0,2021-100mb00000000600-e91c35199df211,1,0.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,1,1.0,0,0,0.0,1*,-,0.0,0.0,2024,5884.0
Lockie Ferguson,69,7,0000-00-00,1.0,Overseas,148,2019-100mb00000000069-7aeb5c411e3711,19.0,RCB,Royal Challengers Bengaluru,148,19.0,2019-100mb00000000069-7aeb5c411e3711,1,0.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,1,0,,0,0,0.0,1,1.00,4.0,0.0,2024,3729.0
Lizaad Williams,631,2,0000-00-00,0.0,Overseas,148,2021-100mb00000000631-53c713330bd311,14.0,DC,Delhi Capitals,148,14.0,2021-100mb00000000631-53c713330bd311,1,0.0,1,2,1.0,50.0,50.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,1,1.0,0,0,0.0,1*,-,1.0,0.0,2024,20727.0
Keshav Maharaj,347,2,0000-00-00,1.0,Overseas,148,2019-100mb00000000347-a1e95770e42911,18.0,RR,Rajasthan Royals,148,18.0,2019-100mb00000000347-a1e95770e42911,1,0.0,1,2,1.0,50.0,50.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,1,0,,0,0,0.0,1,1.00,1.0,0.0,2024,20726.0
Manav Suthar,2443,1,0000-00-00,0.0,Indian,148,2023-100mb00000002443-6e52f4271f0211,35.0,GT,Gujarat Titans,148,35.0,2023-100mb00000002443-6e52f4271f0211,1,0.0,1,2,1.0,50.0,50.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,1,0,,0,0,0.0,1,1.00,0.0,0.0,2024,20692.0
Vyshak Vijaykumar,2034,4,0000-00-00,1.0,Indian,148,2023-100mb00000002034-c2959cc8d5eb11,19.0,RCB,Royal Challengers Bengaluru,148,19.0,2023-100mb00000002034-c2959cc8d5eb11,2,0.0,1,3,2.0,33.33,66.66,1.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,1,1,1.0,0,0,0.0,1*,1.00,3.0,0.0,2024,1097.0
Ishant Sharma,50,9,0000-00-00,1.0,Indian,148,2018-100mb00000000050-4663b710f88b11,14.0,DC,Delhi Capitals,148,14.0,2018-100mb00000000050-4663b710f88b11,2,1.0,1,7,6.0,14.28,85.71,1.16,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,,,0,2,0.5,0,0,0.0,1*,-,2.0,0.0,2024,38.0
Sai Sudharsan,976,15,0000-00-00,0.0,Indian,203,2022-100mb00000000976-79aa33cca44611,35.0,GT,Gujarat Titans,203,35.0,2022-100mb00000000976-79aa33cca44611,15,37.0,759,486,133.0,156.17,27.36,3.65,4.45,62.97,2.15,353.0,210.0,33.0,0.0,88,21,,,14,1,759.0,6,1,0.0,108*,54.21,7.0,0.0,2025,20592.0
Surya Kumar Yadav,174,16,0000-00-00,1.0,Indian,203,2019-100mb00000000174-619a804244af11,17.0,MI,Mumbai Indians,203,17.0,2019-100mb00000000174-619a804244af11,16,15.0,717,427,132.0,167.91,30.91,3.23,3.99,70.29,2.43,295.0,163.0,25.0,0.0,69,38,,,11,5,143.4,5,0,0.0,73*,65.18,6.0,0.0,2025,108.0
Shubman Gill,62,15,0000-00-00,1.0,Indian,203,2019-100mb00000000062-8fa4884a17f311,35.0,GT,Gujarat Titans,203,35.0,2019-100mb00000000062-8fa4884a17f311,15,22.0,650,417,111.0,155.87,26.61,3.75,4.84,60.3,2.12,306.0,183.0,36.0,1.0,62,24,,,13,2,325.0,6,0,0.0,93*,50.00,8.0,0.0,2025,3761.0
Mitchell Marsh,40,13,0000-00-00,1.0,Overseas,203,2018-100mb00000000040-7f15f6c7f88a11,77.0,LSG,Lucknow Super Giants,203,77.0,2018-100mb00000000040-7f15f6c7f88a11,13,28.0,627,383,130.0,163.7,33.94,2.94,4.11,71.13,2.47,253.0,141.0,17.0,2.0,56,37,,,13,0,,6,1,0.0,117,48.23,1.0,0.0,2025,221.0
Virat Kohli,2,14,0000-00-00,1.0,Indian,203,2018-wicb00000000002-47ea5a6ae99a11,19.0,RCB,Royal Challengers Bengaluru,203,19.0,2018-wicb00000000002-47ea5a6ae99a11,14,28.0,614,419,117.0,146.53,27.92,3.58,5.1,59.6,2.03,302.0,192.0,28.0,0.0,63,19,,,11,3,204.66,8,0,0.0,73*,55.82,3.0,0.0,2025,164.0
Shreyas Iyer,12,16,0000-00-00,1.0,Indian,203,2018-100mb00000000012-ea4c47d2e99b11,15.0,PBKS,Punjab Kings,203,15.0,2018-100mb00000000012-ea4c47d2e99b11,16,20.0,603,343,86.0,175.8,25.07,3.98,4.18,67.33,2.34,257.0,153.0,22.0,0.0,43,39,,,11,5,120.6,6,0,0.0,97*,54.82,5.0,0.0,2025,1563.0
Yashasvi Jaiswal,533,14,0000-00-00,0.0,Indian,203,2020-100mb00000000533-e895f279639811,18.0,RR,Rajasthan Royals,203,18.0,2020-100mb00000000533-e895f279639811,14,19.0,559,350,125.0,159.71,35.71,2.8,3.97,72.98,2.48,225.0,124.0,12.0,1.0,60,28,,,13,1,559.0,6,0,0.0,75,43.00,10.0,0.0,2025,13538.0
K L Rahul,19,13,0000-00-00,1.0,Indian,203,2018-100mb00000000019-80e59e32e99c11,14.0,DC,Delhi Capitals,203,14.0,2018-100mb00000000019-80e59e32e99c11,13,13.0,539,360,105.0,149.72,29.16,3.42,4.93,61.96,2.11,255.0,159.0,23.0,0.0,52,21,,,10,3,179.66,3,1,0.0,112*,53.90,3.0,0.0,2025,1125.0
Jos Buttler,182,14,0000-00-00,1.0,Overseas,203,2019-100mb00000000182-b78f12ef44b611,35.0,GT,Gujarat Titans,203,35.0,2019-100mb00000000182-b78f12ef44b611,13,10.0,538,330,93.0,163.03,28.18,3.54,4.34,65.42,2.27,237.0,136.0,25.0,0.0,52,24,,,9,4,134.5,5,0,0.0,97*,59.78,8.0,2.0,2025,509.0
Nicholas Pooran,136,14,0000-00-00,0.0,Overseas,203,2019-100mb00000000136-9313d156449c11,77.0,LSG,Lucknow Super Giants,203,77.0,2019-100mb00000000136-9313d156449c11,14,33.0,524,267,88.0,196.25,32.95,3.03,3.14,80.15,2.92,179.0,85.0,8.0,1.0,45,40,,,12,2,262.0,5,0,0.0,87*,43.67,8.0,0.0,2025,1703.0
